
---------- Begin Simulation Statistics ----------
simSeconds                                   0.006666                       # Number of seconds simulated (Second)
simTicks                                   6665875000                       # Number of ticks simulated (Tick)
finalTick                                  6665875000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     24.17                       # Real time elapsed on the host (Second)
hostTickRate                                275776577                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     621760                       # Number of bytes of host memory used (Byte)
simInsts                                      2979849                       # Number of instructions simulated (Count)
simOps                                        2979849                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   123280                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     123280                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         13331751                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.473969                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.223515                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         3308327                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1552                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        3275478                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     36                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               330029                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             68924                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   6                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            13322919                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.245853                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.901962                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  11935784     89.59%     89.59% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    447754      3.36%     92.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    577846      4.34%     97.29% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    164356      1.23%     98.52% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                     45964      0.34%     98.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     10624      0.08%     98.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     73931      0.55%     99.50% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     34878      0.26%     99.76% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     31782      0.24%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              13322919                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   30232     45.30%     45.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     45.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     45.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     45.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     45.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     45.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     45.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     45.30% # attempts to use FU when none available (Count)
