
---------- Begin Simulation Statistics ----------
simSeconds                                   0.005804                       # Number of seconds simulated (Second)
simTicks                                   5803576500                       # Number of ticks simulated (Tick)
finalTick                                  5803576500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     23.52                       # Real time elapsed on the host (Second)
hostTickRate                                246768299                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     620492                       # Number of bytes of host memory used (Byte)
simInsts                                      3045380                       # Number of instructions simulated (Count)
simOps                                        3045380                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   129489                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     129489                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         11607154                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               3.811398                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.262371                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         3281977                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1552                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        3390827                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     47                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               238148                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             27645                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   6                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            11598285                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.292356                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.980979                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  10165930     87.65%     87.65% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    575104      4.96%     92.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    382460      3.30%     95.91% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    206469      1.78%     97.69% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    111820      0.96%     98.65% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     49507      0.43%     99.08% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     52812      0.46%     99.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     13755      0.12%     99.65% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     40428      0.35%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              11598285                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                      35      0.04%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.04% # attempts to use FU when none available (Count)
