
---------- Begin Simulation Statistics ----------
simSeconds                                   0.005937                       # Number of seconds simulated (Second)
simTicks                                   5936721500                       # Number of ticks simulated (Tick)
finalTick                                  5936721500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     22.93                       # Real time elapsed on the host (Second)
hostTickRate                                258915688                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     621904                       # Number of bytes of host memory used (Byte)
simInsts                                      3045380                       # Number of instructions simulated (Count)
simOps                                        3045380                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   132816                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     132816                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         11873444                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               3.898838                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.256487                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         3280955                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1552                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        3391139                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     21                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               237126                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             27092                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   6                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            11864587                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.285820                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.970158                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  10428187     87.89%     87.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    579673      4.89%     92.78% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    383017      3.23%     96.01% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    206376      1.74%     97.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    112437      0.95%     98.69% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     48237      0.41%     99.10% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     52312      0.44%     99.54% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     13285      0.11%     99.65% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     41063      0.35%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              11864587                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                      38      0.04%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.04% # attempts to use FU when none available (Count)
