
---------- Begin Simulation Statistics ----------
simSeconds                                   0.005935                       # Number of seconds simulated (Second)
simTicks                                   5935453500                       # Number of ticks simulated (Tick)
finalTick                                  5935453500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     22.95                       # Real time elapsed on the host (Second)
hostTickRate                                258655930                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     621820                       # Number of bytes of host memory used (Byte)
simInsts                                      3045380                       # Number of instructions simulated (Count)
simOps                                        3045380                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   132711                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     132711                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         11870908                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               3.898006                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.256541                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         3284167                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1552                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        3392326                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     21                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               240338                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             27571                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   6                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            11861892                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.285985                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.969260                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  10422116     87.86%     87.86% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    581755      4.90%     92.77% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    384452      3.24%     96.01% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    207737      1.75%     97.76% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    111983      0.94%     98.70% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     47919      0.40%     99.11% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     51611      0.44%     99.54% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     13289      0.11%     99.65% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     41030      0.35%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              11861892                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                      39      0.04%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.04% # attempts to use FU when none available (Count)
