
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001048                       # Number of seconds simulated (Second)
simTicks                                   1047811000                       # Number of ticks simulated (Tick)
finalTick                                  1047811000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      5.79                       # Real time elapsed on the host (Second)
hostTickRate                                181097004                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     621576                       # Number of bytes of host memory used (Byte)
simInsts                                       821675                       # Number of instructions simulated (Count)
simOps                                         821675                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   142011                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     142010                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          2095623                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.550428                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.392091                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          823412                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       11                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        1226257                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     16                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                 1747                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined               769                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   1                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             2086114                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.587819                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.222699                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   1549206     74.26%     74.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    235691     11.30%     85.56% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                     97624      4.68%     90.24% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                     55098      2.64%     92.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    119403      5.72%     98.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     23571      1.13%     99.74% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                      4285      0.21%     99.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      1041      0.05%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       195      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               2086114                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       4      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%      0.00% # attempts to use FU when none available (Count)
