
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000167                       # Number of seconds simulated (Second)
simTicks                                    166790000                       # Number of ticks simulated (Tick)
finalTick                                   166790000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      1.39                       # Real time elapsed on the host (Second)
hostTickRate                                120135882                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     624028                       # Number of bytes of host memory used (Byte)
simInsts                                       397486                       # Number of instructions simulated (Count)
simOps                                         397486                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   286280                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     286279                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                           333581                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.839227                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.191573                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          404409                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       11                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         401495                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     12                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                 6933                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined              5850                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   1                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              324455                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.237444                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.713865                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                    198323     61.12%     61.12% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                     19781      6.10%     67.22% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                     16381      5.05%     72.27% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                     11407      3.52%     75.79% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                     78282     24.13%     99.91% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                       152      0.05%     99.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                        78      0.02%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                        33      0.01%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                        18      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total                324455                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       5      6.02%      6.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      6.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      6.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      6.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      6.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      6.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      6.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      6.02% # attempts to use FU when none available (Count)
