
---------- Begin Simulation Statistics ----------
simSeconds                                   0.006692                       # Number of seconds simulated (Second)
simTicks                                   6692289000                       # Number of ticks simulated (Tick)
finalTick                                  6692289000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     24.44                       # Real time elapsed on the host (Second)
hostTickRate                                273799863                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     624528                       # Number of bytes of host memory used (Byte)
simInsts                                      2979849                       # Number of instructions simulated (Count)
simOps                                        2979849                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   121913                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     121913                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         13384579                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.491697                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.222633                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         3308540                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1552                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        3275644                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     37                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               330242                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             69000                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   6                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            13375070                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.244907                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.900022                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  11988329     89.63%     89.63% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    447121      3.34%     92.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    576583      4.31%     97.29% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    165622      1.24%     98.52% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                     46389      0.35%     98.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     11040      0.08%     98.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     73741      0.55%     99.50% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     34671      0.26%     99.76% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     31574      0.24%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              13375070                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   30027     45.27%     45.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     45.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     45.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     45.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     45.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     45.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     45.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     45.27% # attempts to use FU when none available (Count)
